content,content_stem,score,target
"Overall the experience on Shopee was smooth. However, when I first downloaded Shopee, I was unable to use the $10 off referral code despite being a new user. Even after I'd contacted Shopee, I still was not allowed to use the voucher due to a ""system limitation"". Was extremely disappointed about that experience and it gave me a negative first impression. I hope that this would not be the case for others in the future.","overall  experience  smooth.  however,  first  downloaded  shopee,  unable  use  $10  referral  code  despite  new  user.  even  i'd  contacted  shopee,  still  allowed  use  voucher  due  ""system  limitation"".  extremely  disappointed  experience  gave  negative  first  impression.  hope  would  case  others  future.",4,0
Pictures slow to download when you tried to see it.,pictures  slow  download  tried  see  it.,3,1
It used to be good. But not sure why it keeps freeze while scrolling ....,used  good.  sure  keeps  freeze  scrolling  ....,2,1
"The Shopee games such as Shopee Throw & Mystery Box are not loading properly. I keep ending up with black/white blank screens. No matter how many times I refresh my app, restart my phone & reinstall the app. Now I'm losing out in all the fun for collecting the Shopee coins to get discounts -_-...... And I don't even know what's the problem. Shopee, please fix this issue/error/bug asap, I want my Shopee coins too.","games  throw  &  mystery  box  loading  properly.  keep  ending  black/white  blank  screens.  matter  many  times  refresh  app,  restart  phone  &  reinstall  app.  i'm  losing  fun  collecting  coins  get  discounts  -_-......  even  know  what's  problem.  shopee,  please  fix  issue/error/bug  asap,  want  coins  too.",2,1
Been using it for something..but now all my detail is gone .....,using  something..but  detail  gone  .....,2,1
Shopee is my choice till now.,choice  till  now.,5,0
"After the latest update, there seems to be a bug/glitch. As a seller and rely on notifications for order updates. Right now, when a notification comes in, it'll go missing by itself after few minutes. It's ok if I hear it so at least I'm aware. But if I'm away while notification comes in, I'll totally not know about it at all if I check my phone few minutes later. Only after I open the app and saw updates in-app. Settings in-app or in-phone are checked with no issue.","latest  update,  seems  bug/glitch.  rely  notifications  order  updates.  right  now,  notification  comes  in,  it'll  go  missing  minutes.  ok  hear  least  i'm  aware.  i'm  away  notification  comes  in,  i'll  totally  know  check  phone  minutes  later.  open  saw  updates  in-app.  settings  in-app  in-phone  checked  issue.",4,0
"Horrible! I installed the app but my payment couldn't go through; bank deducted but shopee's server didn't work. I was given varied advices like wait 24 hours, try to make payment again and uninstall. I tried all but both promo code & 15% discount were taken away before I can pay. When I complained, the customer svc officers implied that I was uncooperative! Why should I waste my time further or risk a payment scam, when they took my entitlements? I asked to speak to manager; no one called.","horrible!  installed  payment  go  through;  bank  deducted  shopee's  server  work.  given  varied  advices  like  wait  24  hours,  try  make  payment  uninstall.  tried  promo  code  &  15%  discount  taken  away  pay.  complained,  customer  svc  officers  implied  uncooperative!  waste  time  risk  payment  scam,  took  entitlements?  asked  speak  manager;  one  called.",1,1
"Unable to pay using credit card (visa/mastercard)! Been using shopee for years and have no issue before this. Contacted shopee agent and they took so long to resolve, yet they replied with an unsolved problem. Very disappointed!","unable  pay  using  credit  card  (visa/mastercard)!  using  years  issue  this.  contacted  agent  took  long  resolve,  yet  replied  unsolved  problem.  disappointed!",1,1
Been using the app. Recently i cant order things. Keep saying errors. Location needs to be on to be accurate and ask for address. Cant order even after fill up the address.,using  app.  recently  cant  order  things.  keep  saying  errors.  location  needs  accurate  ask  address.  cant  order  even  fill  address.,2,1
Good 👍,good  thumbs_up,4,0
Back Button no longer works after update. Please fix,back  button  longer  works  update.  please  fix,3,1
"Given 4 stars because there seems to be a bug. After browsing for a while the app seems to be slow in response. And sometimes after launching the app, icons in the app and listing images are huge.","given  4  stars  seems  bug.  browsing  seems  slow  response.  sometimes  launching  app,  icons  listing  images  huge.",4,0
I'm a seller of shopee the app in the chat just can't see any link reinstall but still the same,i'm  chat  can't  see  link  reinstall  still,1,1
Love the great offers and there're always discount after discount. Now they are even better because I can use more than one discount vouchers on items that I ordered. Not to mentioned Shopee gives out free Shopee coins and games to win Shopee coins and can be used to redeem for vouchers or for making payments.👍,love  great  offers  there're  always  discount  discount.  even  better  use  one  discount  vouchers  ordered.  mentioned  gives  free  coins  games  win  coins  used  redeem  vouchers  making  payments.thumbs_up,5,0
"Deleting shopee! 30/11/2020 its a regret to keep using shopee and let my self to get cheated the 2nd time. Purchased a defective deck of uno cards, and the best part is Shopee only offering 50% refund. Update: refunded after a few weeks and troublesome refund process and followup. 04/05/2020 So unfortunate I bought a sale counterfeit goods. Seller selling counterfeit items with original ads and more put their sale counterfeit items on sale/first page yet shopee didn't do anything about it.","deleting  shopee!  30/11/2020  regret  keep  using  let  self  get  cheated  2nd  time.  purchased  defective  deck  uno  cards,  best  part  offering  50%  refund.  update:  refunded  weeks  troublesome  refund  process  followup.  04/05/2020  unfortunate  bought  sale  counterfeit  goods.  selling  counterfeit  original  ads  put  sale  counterfeit  sale/first  page  yet  anything  it.",1,1
"I had been using this app for quite sometime, but always looking for items and get the prices. Recently I had started to buy items in the app, give the app wallet which allows you to put in money first and untagged your credit/debit cards. Make me feel safe and want to buy more items, which I do not have to worry about my card details being stolen and used or the shop in the app is actually fake shell and etc. It is user friendly, convenient & safe to use. Especially for first time user like me","using  quite  sometime,  always  looking  get  prices.  recently  started  buy  app,  give  wallet  allows  put  money  first  untagged  credit/debit  cards.  make  feel  safe  want  buy  items,  worry  card  details  stolen  used  shop  actually  fake  shell  etc.  user  friendly,  convenient  &  safe  use.  especially  first  time  user  like",5,0
Great buying experience. But sometimes items received maybe different from what you may have purchased,great  buying  experience.  sometimes  received  maybe  different  may  purchased,4,0
Ur app suddenly can't see anything.,ur  suddenly  can't  see  anything.,1,1
"I gave 5 stars last time. This time deduct 1 star because 1 m horribly disappointed after buying the $26 package at $0.56. 1st time bought, deducted only $2. 2nd package, it was taken as same date as 1st time purchase, and cannot use. Feel cheated. This round I give 5 stars because i m very satisfied with the bags that i bought fro Polo Hill. No need to go JB to buy","gave  5  stars  last  time.  time  deduct  1  star  1  horribly  disappointed  buying  $26  package  $0.56.  1st  time  bought,  deducted  $2.  2nd  package,  taken  date  1st  time  purchase,  cannot  use.  feel  cheated.  round  give  5  stars  satisfied  bags  bought  fro  polo  hill.  need  go  jb  buy",4,0
App was fine up to 20 july. Clearly shoppee app cannot handle sales like other platforms do. They lost business to other apps when customers cannot access the app to even make payment,fine  20  july.  clearly  cannot  handle  sales  like  platforms  do.  lost  business  apps  customers  cannot  access  even  make  payment,1,1
"Unable to rate seller whose sending wrong/damage product if refund been approved. Hence, unable to alert future buyer. And notice that some seller actually making use of this loophole to play some trick on the wrong order fulfilment since their behaviour will not exposed.","unable  rate  whose  sending  wrong/damage  product  refund  approved.  hence,  unable  alert  future  buyer.  notice  actually  making  use  loophole  play  trick  wrong  order  fulfilment  since  behaviour  exposed.",2,1
"This is the most troublesome shopping app that i ever used. it is not user friendly at all and the moment when you place an order, it create chaos by compulsorily required is to key in new number as verification (which i dont how this serve its purpose). Secondly, it doesnt show that certain item have purchase limit. it only pops up when you try to make payment.","troublesome  shopping  ever  used.  user  friendly  moment  place  order,  create  chaos  compulsorily  required  key  new  number  verification  (which  dont  serve  purpose).  secondly,  doesnt  show  certain  purchase  limit.  pops  try  make  payment.",1,1
Great discounts and vouchers regularly updated. Customer service is responsive as well.,great  discounts  vouchers  regularly  updated.  customer  service  responsive  well.,4,0
Won't use them just because their ads are annoying,use  ads  annoying,1,1
Ordered before cny 2022. More than half a month of delay and shopee tracking shows two fail delivery attempts to shop for self collection. Until today then shopee admit they lost my parcel. Please train your staff to stop using standard template word for word to reply as this is so unprofessional. No point filling up the form if your stuff is just going to reply using template.,ordered  cny  2022.  half  month  delay  tracking  shows  two  fail  delivery  attempts  shop  self  collection.  today  admit  lost  parcel.  please  train  staff  stop  using  standard  template  word  word  reply  unprofessional.  point  filling  form  stuff  going  reply  using  template.,1,1
"makes my shoppingconvenient,almost everything i need is this apps,at a low price,what i want most is the delivery update is very accurate u can track orders and u will know when to expect your parcel to arrived. i've been using other apps for shopping before but now only shopee left😄.affordable price and low shipping cost..only thing they need to improved is that when u checking out ur items it keeps freezing.and hope they have that scanner of photo also so that it easy to search for item😄","makes  shoppingconvenient,almost  everything  need  apps,at  low  price,what  want  delivery  update  accurate  u  track  orders  u  know  expect  parcel  arrived.  i've  using  apps  shopping  leftgrinning_face_with_smiling_eyes.affordable  price  low  shipping  cost..only  thing  need  improved  u  checking  ur  keeps  freezing.and  hope  scanner  photo  also  easy  search  itemgrinning_face_with_smiling_eyes",5,0
Good product,good  product,4,0
App fo Shopee Pet always stuck at loading 99%. Need to uninstall app and reinstall again and again. Shopee needs to get this bug fixed up. I'm not the only user facing this problem. Frustrating.,fo  pet  always  stuck  loading  99%.  need  uninstall  reinstall  again.  needs  get  bug  fixed  up.  i'm  user  facing  problem.  frustrating.,3,1
This help me so much. Not required for to go out for shopping. Its to do on line. Thk u Shopee. Very easy jus buy ur things on line. At my age 60s not required to carry items. Delivered to ur house. No more worries. Thank u Shopee.,help  much.  required  go  shopping.  line.  thk  u  shopee.  easy  jus  buy  ur  things  line.  age  60s  required  carry  items.  delivered  ur  house.  worries.  thank  u  shopee.,5,0
They can response,response,5,0
"Recent update make shoppe bubble game unplayable. Likely the swap spot n the fire point link too close..unable to shoot any balls as it keep swapping uncontrollably. Fix it. Also the ""get more life"" for shoppe candy and bubble fail to send a workable link in notification.","recent  update  make  shoppe  bubble  game  unplayable.  likely  swap  spot  n  fire  point  link  close..unable  shoot  balls  keep  swapping  uncontrollably.  fix  it.  also  ""get  life""  shoppe  candy  bubble  fail  send  workable  link  notification.",3,1
Absolutely horrible experience. The platform makes it extrememly difficult and confusing to use the vouchers. Does not give sufficient explanations as to why one is unable to use the voucher.,absolutely  horrible  experience.  platform  makes  extrememly  difficult  confusing  use  vouchers.  give  sufficient  explanations  one  unable  use  voucher.,1,1
"Great Shopee 8.8 National Day Sale! Bought my items at very good price, easy to search and place orders. Easy to track my orders too.","great  8.8  national  day  sale!  bought  good  price,  easy  search  place  orders.  easy  track  orders  too.",5,0
Keep getting logged out after update,keep  getting  logged  update,3,1
"Unable to add items to cart, and view my cart. Please fix it","unable  add  cart,  view  cart.  please  fix",1,1
"Worst shopping app, can't believe how this application got this much high rating of 4.8. Firstly, all the deals are via some different vendors, whose deliveries usually takes more than a month always. Also their customer support is always unable to resolve any dispute or issues. I would say this is the worst customer support I have seen in my entire experience of e-shopping across multiple countries and applications. Please don't waste your time on this app, instead go for some good apps.","worst  shopping  app,  can't  believe  application  got  much  high  rating  4.8.  firstly,  deals  via  different  vendors,  whose  deliveries  usually  takes  month  always.  also  customer  support  always  unable  resolve  dispute  issues.  would  say  worst  customer  support  seen  entire  experience  e-shopping  across  multiple  countries  applications.  please  waste  time  app,  instead  go  good  apps.",1,1
Love the price and variety of products sold in the platform.,love  price  variety  products  sold  platform.,5,0
"After the update, still the same, when click for the delivered item and give reviews, it cannot log out or close the app at all, have to force close, very funny, I thought this update will fix the issue but still the same, no improvement at all.","update,  still  same,  click  delivered  give  reviews,  cannot  log  close  all,  force  close,  funny,  thought  update  fix  issue  still  same,  improvement  all.",1,1
After lastest update apps keep crashing,lastest  update  apps  keep  crashing,2,1
"I love, love, love Shopee 🧡🧡🧡 The app is so easy that a child can navigate it. The variety of products is exceptional. The prices are amazing. I will never shop anywhere else again. SHOPEE is superbly sublime shopping 🧡","love,  love,  love  orange_heartorange_heartorange_heart  easy  child  navigate  it.  variety  products  exceptional.  prices  amazing.  never  shop  anywhere  else  again.  superbly  sublime  shopping  orange_heart",5,0
Shopee pay doesn't work,pay  work,1,1
This is my fav place to shop . But only one main problem i facing is cant get refund alway. But end of day i will still support shopee . Kindly pls show well ways to get refund .,fav  place  shop  .  one  main  problem  facing  cant  get  refund  alway.  end  day  still  support  .  kindly  pls  show  well  ways  get  refund  .,4,0
"Fm May to Oct, hv been keeping complaining on Shopee Xpress Deliveries and nvr bother to improve. My brother has shown me his area Shopee Xpress will whatsapp him if he is not at home n where the parcel has been placed, is it ok for him. But my area NO, not a single msg or whatsapp to infm me. The reason i can said, all foreign workers, just anyhow misplaced my parcel w/o any msg/whatsapp me, but their side marked delivered or receipient is me even nvr recieve it myself.","fm  may  oct,  hv  keeping  complaining  xpress  deliveries  nvr  bother  improve.  brother  shown  area  xpress  whatsapp  home  n  parcel  placed,  ok  him.  area  no,  single  msg  whatsapp  infm  me.  reason  said,  foreign  workers,  anyhow  misplaced  parcel  w/o  msg/whatsapp  me,  side  marked  delivered  receipient  even  nvr  recieve  myself.",2,1
It would be great if there is a dark mode.,would  great  dark  mode.,4,0
10 seconds shopee shake.. so sad,10  seconds  shake..  sad,3,1
Easy to use! Customer service is responsive in our queries! Fast in refund! Settle problem very fast too! Thanks,easy  use!  customer  service  responsive  queries!  fast  refund!  settle  problem  fast  too!  thanks,5,0
Double thumbs up to Shopee for the awesome services rendered.,double  thumbs  awesome  services  rendered.,5,0
I prefer Shopee for my online purchases. The deals are attractive and value for money.,prefer  online  purchases.  deals  attractive  value  money.,5,0
Shopee is a great app to find and get cheap stuff. However the app slows down after like 10 mins of use. Have to reload the app to make loadings faster. Please improve on that but otherwise great app.,great  find  get  cheap  stuff.  however  slows  like  10  mins  use.  reload  make  loadings  faster.  please  improve  otherwise  great  app.,5,0
Shopee is user friendly. Like the discount voucher and sales on every month . Highly recommend,user  friendly.  like  discount  voucher  sales  every  month  .  highly  recommend,5,0
Payment was difficult. Credit cards unaccepted. Server error. A lot of problems with PayNow and Paylah. How to use QR code scan??,payment  difficult.  credit  cards  unaccepted.  server  error.  lot  problems  paynow  paylah.  use  qr  code  scan??,3,1
"After update app, totally cant login and keep show network error on shopeepay. Pls help","update  app,  totally  cant  login  keep  show  network  error  shopeepay.  pls  help",1,1
"Been using it for years but will stop using this app soon... the coins have been dripping tremendously!! Used to be 10 coins now drop to 6... and cash back used to be 20% then drop to 15%, 10% and now 8%... 🙄","using  years  stop  using  soon...  coins  dripping  tremendously!!  used  10  coins  drop  6...  cash  back  used  20%  drop  15%,  10%  8%...  face_with_rolling_eyes",2,1
Love the app but i will only give 4 stars. Sometimes for no reason the app kind of lack & hang be it I'm using my mobile data or wifi.,love  give  4  stars.  sometimes  reason  kind  lack  &  hang  i'm  using  mobile  data  wifi.,4,0
I transfered $106 to my shopeepay wallet. But it still has not been credited inside my wallet! Horrible,transfered  $106  shopeepay  wallet.  still  credited  inside  wallet!  horrible,1,1
"Their referral program is a scam. I didn't receive the 800 coins as described. When I raise an enquire about this. They did not reply. In fact, their staff didn't reply and then went on to close the case. It's a scam behaviour.","referral  program  scam.  receive  800  coins  described.  raise  enquire  this.  reply.  fact,  staff  reply  went  close  case.  scam  behaviour.",1,1
Love the app,love,5,0
Hv enjoyed using shopee for the padt years. However unable to update on my S4. Think phone version too old. Refret cannot use shopee anymore.,hv  enjoyed  using  padt  years.  however  unable  update  s4.  think  phone  version  old.  refret  cannot  use  anymore.,2,1
"Fast and reliable service. Delivery to your doorstep.Excellent. I have been buying from Shopee for some months now. Always very reliable, items never lost in transit. Had 2 occasions when I received full refund when the items arrived faulty or not as advertised.","fast  reliable  service.  delivery  doorstep.excellent.  buying  months  now.  always  reliable,  never  lost  transit.  2  occasions  received  full  refund  arrived  faulty  advertised.",5,0
Bad experience with customer service officers via chat - kept getting disconnected and they were unable to transfer me back to the same CSO and I had to repeat my issue thrice and their replies were the default replies i.e. 'the team will get back to you in 3 working days.' And this was when I was trying to make a purchase in line with the 8.8 promotion.,experience  customer  service  officers  via  chat  -  kept  getting  disconnected  unable  transfer  back  cso  repeat  issue  thrice  replies  default  replies  i.e.  'the  team  get  back  3  working  days.'  trying  make  purchase  line  8.8  promotion.,1,1
Great platform to shop. Hope Shopee can have more vouchers to issue.,great  platform  shop.  hope  vouchers  issue.,4,0
User friendly app,user  friendly,5,0
"Abit upsetting. It asks me to pay seprately for shipping for the free item. Once i did that, i dont qualify for the first purchase voucher under shopee. Really felt tricked.","abit  upsetting.  asks  pay  seprately  shipping  free  item.  that,  dont  qualify  first  purchase  voucher  shopee.  really  felt  tricked.",2,1
"Easy to use, many choices, shopee guarantee, easy refund","easy  use,  many  choices,  guarantee,  easy  refund",5,0
Laggy game,laggy  game,3,1
"Shopping experience with the merchant is slightly above average. Same can't be said on the customer service from Shoppe, voucher kept missing dispite not being use or past the validatility date. Customer service could not figure out why and kept asking for screenshot of my voucher page. Total let down..","shopping  experience  merchant  slightly  average.  can't  said  customer  service  shoppe,  voucher  kept  missing  dispite  use  past  validatility  date.  customer  service  could  figure  kept  asking  screenshot  voucher  page.  total  let  down..",1,1
Good to have more choices when shopping for things.,good  choices  shopping  things.,4,0
"The App is stable and secure (for online transactions). However, efforts to get assistance from Contact Us (staff) is difficult and no reply to feedback/queries, especially when Sellers are reluctant to refund when wrong items were delivered!","stable  secure  (for  online  transactions).  however,  efforts  get  assistance  contact  us  (staff)  difficult  reply  feedback/queries,  especially  reluctant  refund  wrong  delivered!",1,1
"Poor app recently. Used to be ok. I encountered when I was viewing the shop pictures or exploring items, the app load damn damn slow or hangs there. Pls fix this bugs asap so annoying doing shopping. Other shopping app has no issue nor my phone :)","poor  recently.  used  ok.  encountered  viewing  shop  pictures  exploring  items,  load  damn  damn  slow  hangs  there.  pls  fix  bugs  asap  annoying  shopping.  shopping  issue  phone  :)",1,1
"varieties things to choose, value to buy during flash sales, a good platform to purchase...enjoy😉😊","varieties  things  choose,  value  buy  flash  sales,  good  platform  purchase...enjoywinking_facesmiling_face_with_smiling_eyes",4,0
"I guess nowadays shopee just not happy that they have too many customer/user, and keep on anyhow banned for no reason,call to customer multiple of times also useless&they doesnt care at all,ppl around me include my mum also kena banned for months $ finally able to login,but many restriction. And now, i guess because i login using my pc in the day time n phone app in the night n get banned? Damn stupid,already submitted apeal form but almost 1week &still no response yet. #@#!$!^$&","guess  nowadays  happy  many  customer/user,  keep  anyhow  banned  reason,call  customer  multiple  times  also  useless&they  doesnt  care  all,ppl  around  include  mum  also  kena  banned  months  $  finally  able  login,but  many  restriction.  now,  guess  login  using  pc  day  time  n  phone  night  n  get  banned?  damn  stupid,already  submitted  apeal  form  almost  1week  &still  response  yet.  #@#!$!^$&",1,1
Let's the finger do the shopping..shop it cheap..,let's  finger  shopping..shop  cheap..,5,0
Wish there was a Select button to delete notifications.,wish  select  button  delete  notifications.,4,0
"Keep having this problem: Whenever l add anything to my cart, it will go straight to checkout with just 1 new item!! Whatever additional items l add to my cart can't be captured & items simply disappear from my cart!! Feedback to Shopee technical team but till now the problems can't be rectified!! I uninstall & reinstall the app but problems still exist!! Frustrating!!! Pls rectify this issue asap!! Thanks!","keep  problem:  whenever  l  add  anything  cart,  go  straight  checkout  1  new  item!!  whatever  additional  l  add  cart  can't  captured  &  simply  disappear  cart!!  feedback  technical  team  till  problems  can't  rectified!!  uninstall  &  reinstall  problems  still  exist!!  frustrating!!!  pls  rectify  issue  asap!!  thanks!",4,0
"My shopee app not able to work on this huawei nova 3i. Sudden error. Been 2 months. Keep crashing. Cant even open the app, it will close immediately. Without any warning prompt. What is wrong?!","able  work  huawei  nova  3i.  sudden  error.  2  months.  keep  crashing.  cant  even  open  app,  close  immediately.  without  warning  prompt.  wrong?!",1,1
"Simple, easy and safe to shop, make payment and fast delivery.","simple,  easy  safe  shop,  make  payment  fast  delivery.",4,0
So far good. Still waiting for one of my refund.,far  good.  still  waiting  one  refund.,4,0
"I'm one of shopee regular customer but shopee lately has been really disappointing. Shopee delivering services is very poor, shopee agent takes forever to get to back to us, vouchers/ promotions makes absolutely no senses at all and currently the app itself is very weird as it is advertising very extremely highly inappropriate products!!! What is wrong with you guys man???! I mostly browse for clothes so there shouldn't be any weird products to be recommended in the feeds!!! 😡🤬","i'm  one  regular  customer  lately  really  disappointing.  delivering  services  poor,  agent  takes  forever  get  back  us,  vouchers/  promotions  makes  absolutely  senses  currently  weird  advertising  extremely  highly  inappropriate  products!!!  wrong  guys  man???!  mostly  browse  clothes  weird  products  recommended  feeds!!!  enraged_faceface_with_symbols_on_mouth",1,1
Super enjoy shopping during our pandemic period. e shopping in shopee too much liao.,super  enjoy  shopping  pandemic  period.  e  shopping  much  liao.,5,0
I loved shopping with Shopee! Most of my online purchases are from Shopee. The app interface is always up-to-date (in line with the festive occasions) and it is easy to use and navigates. I am able to find my items easily by different category or by budget. I enjoyed playing the games and have never missed playing it every day! Keep up the good work Shopee!,loved  shopping  shopee!  online  purchases  shopee.  interface  always  up-to-date  (in  line  festive  occasions)  easy  use  navigates.  able  find  easily  different  category  budget.  enjoyed  playing  games  never  missed  playing  every  day!  keep  good  work  shopee!,5,0
"Easy-use App and quite a reliable platform with tracking on each payment, each order submission and shipping information. Money will only be released to seller after goods are rec'd and well confirmed by buyer. Coins reward that encourages user to comment so as we users can read others' review before purchases.","easy-use  quite  reliable  platform  tracking  payment,  order  submission  shipping  information.  money  released  goods  rec'd  well  confirmed  buyer.  coins  reward  encourages  user  comment  users  read  others'  review  purchases.",4,0
My experience is your KPI @ SHOPPEE sales of merchandise,experience  kpi  @  sales  merchandise,5,0
Most items are taking too long to deliver,taking  long  deliver,3,1
Like shopee delivery really fast ! However if can waive delivery charge I will surely buy more items . however feel shoppee lack of giving discount coupon which other Interent platform gives . hope to get some discount from shoppee .,like  delivery  really  fast  !  however  waive  delivery  charge  surely  buy  .  however  feel  lack  giving  discount  coupon  interent  platform  gives  .  hope  get  discount  .,4,0
App keep crashing..🤦‍♂️🤦‍♂️🤦‍♂️👎👎👎,keep  crashing..man_facepalmingman_facepalmingman_facepalmingthumbs_downthumbs_downthumbs_down,1,1
"!!!VERY POOR return policy compared to other online shopping portal, where you raise a concern when a purchased product is not good and want a return/refund for the product then then the seller has an option to raise a dispute where buyer needs to provide too many info which makes it hectic compared to other apps like Lazada, Amazon or Qoo10. Also favours to sellers even if the delivered product quality is bad.","!!!very  poor  return  policy  compared  online  shopping  portal,  raise  concern  purchased  product  good  want  return/refund  product  option  raise  dispute  buyer  needs  provide  many  info  makes  hectic  compared  apps  like  lazada,  amazon  qoo10.  also  favours  even  delivered  product  quality  bad.",1,1
i can buy whatever i want but need to add in your card if you want to buy something,buy  whatever  want  need  add  card  want  buy  something,5,0
I am a loyal Platinum member of Shopee till I encountered problem with my recent purchase from a dishonest seller via shopee. I've lodge the complaint to Shopee FOUR times yet nobody bother to really solve the problem for me! Only pushing me to the horrible seller which obviously the seller is using FAKE advertisement to lure customers and not going to honor their promises. BUY AT YOUR OWN RISK FROM SHOPEE! Check my Google review for my full encounter.,loyal  platinum  member  till  encountered  problem  recent  purchase  dishonest  via  shopee.  i've  lodge  complaint  four  times  yet  nobody  bother  really  solve  problem  me!  pushing  horrible  obviously  using  fake  advertisement  lure  customers  going  honor  promises.  buy  risk  shopee!  check  google  review  full  encounter.,1,1
"Have been using the app for a few years now but have been encountering so many problems with the app recently. A few months ago, I couldnt even access anything because of a bug that didnt process pages aside from the home page and showed some error. Now that that fixed for awhile thrs now a new bug and I cant give reviews due to ""server error"". Update: I solved it by logging out and log in again on my account","using  years  encountering  many  problems  recently.  months  ago,  couldnt  even  access  anything  bug  didnt  process  pages  aside  home  page  showed  error.  fixed  awhile  thrs  new  bug  cant  give  reviews  due  ""server  error"".  update:  solved  logging  log  account",5,0
very Good. Things are deliverd very quickly. I find it a bit disapointing when i receive the wrong product. Otherwise shopee it really nice to do online shopping.,good.  things  deliverd  quickly.  find  bit  disapointing  receive  wrong  product.  otherwise  really  nice  online  shopping.,4,0
"Encounter issue after every update, cannot play the Pets Game it keeps showing error. App use alot of battery n phone hot.","encounter  issue  every  update,  cannot  play  pets  game  keeps  showing  error.  use  alot  battery  n  phone  hot.",1,1
"ever since it was updated, it keeps on kicking me out of the shopee app. like i tried to restart my phone n uninstall/install it but it's still the same..","ever  since  updated,  keeps  kicking  app.  like  tried  restart  phone  n  uninstall/install  still  same..",3,1
Thank shopee response very strong,thank  response  strong,5,0
Can find most items as required and able to find the best deal available.,find  required  able  find  best  deal  available.,5,0
"Scam welcome gift,I help few friends to create account and tried to get the welcome gift,but the system always show can't claim,and I dun think the $1 giveaway is fair,cause just refund coin not the money,coin every time max only can use 30% top 1000 coin only, the coin will expired later, now I need to help my friend to uninstall the app, they think not good this app","scam  welcome  gift,i  help  friends  create  account  tried  get  welcome  gift,but  system  always  show  can't  claim,and  dun  think  $1  giveaway  fair,cause  refund  coin  money,coin  every  time  max  use  30%  top  1000  coin  only,  coin  expired  later,  need  help  friend  uninstall  app,  think  good",1,1
"Difficulties in entering Pet game. . 🥚 🥚 keeps bouncing and unable to reach 100%. App also ""unable to connect"" frequently even when there is no network problem . App works well previously but YYY so many problems with the app in the past year?","difficulties  entering  pet  game.  .  egg  egg  keeps  bouncing  unable  reach  100%.  also  ""unable  connect""  frequently  even  network  problem  .  works  well  previously  yyy  many  problems  past  year?",2,1
"Shopee released payment to seller for a defective item. Raised a dispute and the ""relevant department"" just kept asking me to send video and photo. Which I did for the 5th time today. 2 weeks and still unresolved. Shopee does not accept PayPal for payments and therefore buyers are not protected when goods are defective.","released  payment  defective  item.  raised  dispute  ""relevant  department""  kept  asking  send  video  photo.  5th  time  today.  2  weeks  still  unresolved.  accept  paypal  payments  therefore  buyers  protected  goods  defective.",4,0
Easy use.,easy  use.,4,0
"It's a scam. Shopee ""guarantees"" a refund if the goods are not received as described. However, i have paid shopee on 24th Jan, and the goods were not even shipped out yet, today on 9th Feb. It's not even on a boat to me at the moment. The seller simply refused to talk to me, and refused to ship. Meanwhile, shopee won't let me cancel the order, because the seller refused the cancel request. My money is gone and i'm not getting the goods. Seems like shopee has simply pocketed my money.","scam.  ""guarantees""  refund  goods  received  described.  however,  paid  24th  jan,  goods  even  shipped  yet,  today  9th  feb.  even  boat  moment.  simply  refused  talk  me,  refused  ship.  meanwhile,  let  cancel  order,  refused  cancel  request.  money  gone  i'm  getting  goods.  seems  like  simply  pocketed  money.",1,1
Easy place to shop..almost everything is available,easy  place  shop..almost  everything  available,5,0
products are good but little late delivery,products  good  little  late  delivery,4,0
Encountered 2 bad experiences. Feedback to Shopee and both got a default system response that is written like a customer service person is managing it but nothing actually gets done. You can write to follow up again and same electronic response is generated from the system. Same messaging word for word. Given up on shopee and would have given a zero star if I could. There are other much better other sites available.,encountered  2  experiences.  feedback  got  default  system  response  written  like  customer  service  person  managing  nothing  actually  gets  done.  write  follow  electronic  response  generated  system.  messaging  word  word.  given  would  given  zero  star  could.  much  better  sites  available.,1,1
Simple to use and lots of selections.,simple  use  lots  selections.,5,0
very smooth app.and easy to use.thumbs up!,smooth  app.and  easy  use.thumbs  up!,5,0
good service,good  service,4,0
"My 2nd review. I bought vouchers quite often either during flash deals or non flash deals and keep them for future use. However, it is difficult to find the vouchers at later stage and I thought some went missing. Wasted so much time trying to locate it when I want to use it. Why do you need to separate Deals vouchers and E-vouchers that we bought under different sectors? Please make it more simple and put all purchased vouchers in ONE area for ease of use.","2nd  review.  bought  vouchers  quite  often  either  flash  deals  non  flash  deals  keep  future  use.  however,  difficult  find  vouchers  later  stage  thought  went  missing.  wasted  much  time  trying  locate  want  use  it.  need  separate  deals  vouchers  e-vouchers  bought  different  sectors?  please  make  simple  put  purchased  vouchers  one  area  ease  use.",1,1
So far item not fake and delivery services by the sellers also fast. Reliable sellers. Delivery charges reasonable.,far  fake  delivery  services  also  fast.  reliable  sellers.  delivery  charges  reasonable.,4,0
Good app with great shopping experience back then. Now the shipping charges getting more expensive. It was a dollar plus but now it is more than ten dollars. Shopee took away my coins that I had.,good  great  shopping  experience  back  then.  shipping  charges  getting  expensive.  dollar  plus  ten  dollars.  took  away  coins  had.,1,1
Great experience,great  experience,5,0
Good buys. Excellent,good  buys.  excellent,5,0
Most items arrived in good shape. But some are taking too long...,arrived  good  shape.  taking  long...,4,0
Awesome,awesome,4,0
Great app to purchase items.,great  purchase  items.,5,0
Was all good till now where I can the most import search bar.,good  till  import  search  bar.,3,1
