username,content,score,thumbs_up_count,at,reply_content,replied_at,sort_order,app_id,target
Wendy Tan,I have enjoyed shopping for past one year. I am a super shopper and had only encountered 1 time on lost item in the transit. Seller immediately replaced the item with no fuss. Shopee platform is easy to use and straight forward.,5,0,2020-07-26 17:59:02,,,most_relevant,com.shopee.sg,0
A Google user,"Able to get really cute bujo items at really affordable pricing, shipping don't really cost and items arrive earlier than expected. Able to extend shopee guarantee or get a refund if purchased have not arrive. Love it, everything in English version as well.",5,0,2020-03-29 00:07:49,"Thank you for giving Shopee a 5-star review! We're excited to be a part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-03-29 09:39:41,most_relevant,com.shopee.sg,0
Raymin 88,"Love the shopee apps because its easy to access and make your buying experience worth while.. All item in one app especially during Circuit Breaker where even the Phase 2 now allowed some retail to open,the queue is bad and troublesome to wait in order to shop.. In Shopee we can just shop from home.. Just that the waiting time for delivery sometimes fast sometimes late but its normal.. Waiting for the delivery to come is like getting a suprise.. Overall am happy with the app..",5,3,2020-06-28 02:04:46,,,most_relevant,com.shopee.sg,0
A Google user,"Items are slightly cheaper as compared to other online platform. many opportunities to accumulate coins to offset purchase. Delivery is usually by ninja van if not normal post. Layout can be improved, but other than that, love the deals!",5,0,2019-10-06 20:45:04,"Hey, :D

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead. :)",2019-10-06 22:01:26,most_relevant,com.shopee.sg,0
A Google user,A pretty smooth experience for a first time user at shopee - in terms of the purchase of product to delivery. The app itself is user friendly and has a nice finishing touch towards it. Makes you want to buy more things.,5,9,2019-11-21 15:53:56,"Hey, 

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead.",2019-11-21 17:02:27,most_relevant,com.shopee.sg,0
A Google user,"Honestly one of the most hassle free, reliable e-commerce platforms out there. Have been using for a while now and have bought and received my goods, as well as refunded bad goods with no problems. Looking forward to greater things. Don't disappoint me shoppee!!",5,1,2020-03-17 19:29:41,"Thank you for giving Shopee a 5-star review! We're excited to be a part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-03-18 09:25:52,most_relevant,com.shopee.sg,0
A Google user,App very user friendly. Tried shopping on other apps but still find Shopee's interface one of the easiest to use. Would be perfect if you could include the wish list on the web version as well.,5,1,2019-12-05 22:06:57,,,most_relevant,com.shopee.sg,0
A Google user,"First time commenting and would want to give Shopee a 5 star!! Shopee have thus far brought me much happiness with the items i purchased!! Not only it is clear and easy to use, but also have daily vouchers to claim!! However, the photo quality of the picture after uploading for the item review can be improved. It gets blur after uploading and other customer may have difficulty in looking at the picture. Hope this feedback will allow shoppers have a better experience next time:)",5,0,2019-07-24 20:40:47,"Hey, :D

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead. :)",2019-07-25 08:36:49,most_relevant,com.shopee.sg,0
Ami Laily,Why my item automatically being cancelled! We have done to make the payment n im waiting for long the item 2 weeks already Then the item automatically being cancelled!!,5,1,2022-08-22 15:42:32,"Thank you for bringing this issue to our attention. We are sorry to hear that your experience with Shopee was less than perfect.

As we would like to look into your feedback further, kindly fill up this form (http://help.shopee.sg/sg/s/contactus) so we may get in touch with you. We hope you will give us another chance to earn that 5 stars from you",2022-08-22 09:18:42,most_relevant,com.shopee.sg,0
jengols man,Good online shopping app. Only thing is some of the sellers prices are exorbitant.,5,0,2022-09-13 18:13:26,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-09-13 20:26:33,most_relevant,com.shopee.sg,0
Bear ASWJ,good and cheap price.. freindly seller..thanks to shopee,5,0,2022-11-28 22:58:03,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-11-29 00:48:12,most_relevant,com.shopee.sg,0
Fareej Mohamed,User friendly app with so many options! One app that you cannot miss on daily basis!,5,0,2022-09-11 09:30:46,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers, and exciting games! Shopee thanks you for your continued support!",2022-09-11 10:41:07,most_relevant,com.shopee.sg,0
Whc Groeneveld,Nice to shop till you drop Recommend for everyone young and old 👍,5,0,2022-10-31 20:24:49,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-31 22:56:46,most_relevant,com.shopee.sg,0
Cora Salem,Costumer service was very friendly and helpul,5,0,2022-12-20 14:56:04,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-12-20 16:30:08,most_relevant,com.shopee.sg,0
Joyz Sim,After using it for a few purchases quite easy to navigate. Look forward to see more upgrades to better experience. Especially on search function.,5,0,2020-05-19 11:56:55,,,most_relevant,com.shopee.sg,0
Irene Siew,Most friendly online buying app and trustworthy. Helpline is very efficient in attending to enquiries.,5,0,2022-08-27 20:31:32,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-08-27 21:11:46,most_relevant,com.shopee.sg,0
Hairanah Ahmad,Love the varieties offerred and user friendly app,5,0,2022-11-17 08:53:04,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-11-17 15:16:15,most_relevant,com.shopee.sg,0
Clarke Kent,Been using for quite some time and so far not much issue for me.,5,0,2022-10-29 18:07:30,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers, and exciting games! Shopee thanks you for your continued support!",2022-10-29 20:45:47,most_relevant,com.shopee.sg,0
Scarlett Pierce,"I think shopee is a great app to buy things online. It provides all sorts of product from beauty to food vouchers, and all the products are trust worthy. Delivery is also hassle free, and the latest dates for delivery is about 2 weeks or so, well at least for the products i order on shopee it came really quickly earliest around 3 days, latest around 1 week or so. The sellers are also really friendly and polite to answer any questions you have. All in all i recommend shopee to buy things online!",5,0,2020-07-29 16:24:03,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience. At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2020-07-29 18:30:10,most_relevant,com.shopee.sg,0
Nisha Mohaideen,"Shopee app is really very good n very useful to me, my family and my friends . I recommend shopee app to my friends.Now my family and my friends are enjoy using shopee app.There are so happy to order thing from shopee.I need to buy anythings I just opened and look in the shopee app to buy things.when started to buy things from shoppers I, my family and my friends are excited to buy item from shopee.So far we buy the item from shopee so far so good.product qualit material goodvalue of money cheap",5,1,2022-08-13 18:59:53,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-08-13 20:01:37,most_relevant,com.shopee.sg,0
Kolin Seet,"It's too addictive eversince I started to use this app. Seems like there's so much of things to buy that I just can't stop browsing and buying. Cheers Shopee SG. P.S. There's one thing that I'm confused. For new user, there's a welcome gift. When I click on the item that I wanted, but end of the day, the item was not deliver and no news from Shopee SG. Kindly advise whether is it still valid for me. Thanks",5,10,2020-08-25 13:16:20,"Thank you for giving Shopee a 5-star review! We're excited to be a part of your online shopping experience. Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-08-25 13:19:59,most_relevant,com.shopee.sg,0
A Google user,Genuinely the best online shopping portal. Has great customer service to ensure the consumer does not get cheated. Some shops send faulty or frivilous items and shopee does an excellent job to step in and mediate disputes. I been cheated on some other shopping apps before and those apps (q**10 especially) rub salt on your wounds instead of helping.,5,2,2019-10-15 10:39:21,"Hi,

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tuned with us for more great offers and promotions!",2019-10-15 11:43:20,most_relevant,com.shopee.sg,0
Aiko- San,Best online app I have used to purchase things on. Will recommend my friends to try this app out!,5,0,2022-12-20 19:56:02,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-12-20 22:41:07,most_relevant,com.shopee.sg,0
Dennis Ling,Swift and prompt delivery. We will continue to get products from Shopee.,5,0,2022-11-19 23:36:01,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-11-20 08:11:03,most_relevant,com.shopee.sg,0
Wit,The most fast transaction platform for Online Seller to target Customers! User friendly system too! Thank YOU Shopee!,5,0,2022-10-11 15:01:36,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-11 16:12:55,most_relevant,com.shopee.sg,0
Zed Virgo,Shopee is a great platform to search for good bargains. But I need to warn that there are also a number of unscrupulous sellers who would purposely deliver to you a different item to what you ordered from them in order to achieve their sales even though they don't carry the product anymore. This happened to me when I bought an item but they purposely delivered a different brand to what I originally ordered. Shopee need to take stern action against these kind of unethical vendors.,5,80,2021-04-11 01:37:27,"""Thank you for giving Shopee a 5-star review! We're excited to be a part of your online shopping experience. Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!""",2020-07-18 11:44:25,most_relevant,com.shopee.sg,0
Yeok Ying,"Love the app. Love that there are games to play, on top of shopping. Price is competitive. Love the puzzle bubbles game. And that we can earn coins to offset purchases. Brilliant idea.",5,1,2021-04-22 22:02:11,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-04-22 22:24:58,most_relevant,com.shopee.sg,0
Chaz Ali DaFamSG,"I was an avid supporter of another online shopping brand. But with Shopee, the option to confirm a sale after delivery is done is much better. Atleast we can ""try out"" the items we ordered and have the ability to confirm or make a return of that certain item. Great job Shopee team!",5,0,2020-05-20 07:01:38,"""Thank you for giving Shopee a 5-star review! We're excited to be a part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!""",2020-05-20 10:24:34,most_relevant,com.shopee.sg,0
Ros Teo,"Shoppee is a fantastic platform to buy essentials which can even be cheaper than the mall with shops' discount and Shoppee's cashback! At the click of a button, you are spoilt for choice to choose from the impeccable range of goods offered by sellers. You get what you want conveniently delivered to your house even for bulky and heavy items. Unknowingly, some shops even reward you with free gifts....I've received a set of HappyCall forest wood 5-piece cooking tools which are amazingly beautiful.",5,34,2021-10-21 09:04:23,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-10-21 09:39:55,most_relevant,com.shopee.sg,0
A Google user,"This app has never failed me on any of my orders over the past 2 years. All suppliers that I have ordered from, have only sent me items as seen on their listing and all of those arrived in excellent condition. Thank you Shoppee for a wonderful online shopping experience!",5,3,2018-11-27 13:01:14,Hello Ruba Kala! Thank you for your rating and feedback! We're happy to know that you've had a pleasant shopping experience on Shopee thus far :),2018-11-28 01:50:29,most_relevant,com.shopee.sg,0
Sim CY,"Have been using shopee for quite some time since Covid 19 started. Very pleased with the easy ordering system, delivery was prompt and items received in good condition. The reward system is also well designed and easy to use. Well done Shopee. Keep up and great work and hoping for more new developments ahead.",5,31,2021-10-16 11:38:17,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-10-16 12:05:04,most_relevant,com.shopee.sg,0
Natsukashii Versuri,I buy almost everything on here! u need to search and go thru almost all your desired product listing for better deals! Most of the time the design is not so nice and not so good quality but it cost more than the nicer design and good quality ones.. WELL..... OVERALL ITS CHEAP CHEAP CHEAAAAPP!! CHEAPER THAN YOU BUY IN STORE!!! JUST HAVE TO WAIT FOR DELIVERY.. KACHING KACHING!!!!,5,0,2020-07-21 22:57:21,"Thank you for giving Shopee a 5-star review! We're excited to be a part of your online shopping experience.   Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-07-22 08:56:24,most_relevant,com.shopee.sg,0
Alistair Ong,really good shopping experience. app is fast and easy to use. bought many products on the app and items are delivered promptly by the couriers. there's also a money back system if i am not satisfied with the product so definitely am liking it currently!,5,4,2020-07-14 01:05:02,,,most_relevant,com.shopee.sg,0
Jane Lee,Consider good app at beginning stage. Updated 16/Sep: More variety than before. Shipping is cheap compared with others similar app. Many ways to get coins for offsetting the purchases. Will be first choice at this stage.,5,1,2020-09-16 15:15:16,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience. Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-09-16 16:08:11,most_relevant,com.shopee.sg,0
Muhammad Junaidi,"Lots of deals that are cheaper than retail. If you're not rushing to buy stuff, then Shopee is really a great e-commerce platform for great savings. If you need items urgently if it's life and death situation, then get it at the store.",5,3,2022-07-24 13:36:37,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2022-07-24 14:52:00,most_relevant,com.shopee.sg,0
Molly Ng,Easy to navigate. Keeps history of purchases so can buy again when required. Shopee consultants provide good follow up e. g. I booked an order for a frying wok but failed to notice it was only for the glass cover lid of a well known brand as the photo posted by the seller was that of a wok with lid. I received a text from a shoppee consultant to clarify if I intended to buy just a wok cover and that's when I realised my mistake. I was guided on how to make a cancellation and obtained a refund.,5,1,2020-10-20 11:34:33,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience! Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-10-20 12:27:49,most_relevant,com.shopee.sg,0
Michael Lee,I enjoy shopping on this platform. Easy to use and communicate with sellers!,5,0,2022-10-04 22:28:53,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-04 23:11:05,most_relevant,com.shopee.sg,0
Abdul Haq,Shopee is the best platform for now. If compared with Q10. The best part is that it stated clearly whether the product is locally or not. So your product will get in your hand as quick as in the next day. Awesome easy payment. Wide range of products u can get. Most importantly they protect the customers which is us.,5,0,2020-05-13 01:24:13,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2020-05-13 11:50:49,most_relevant,com.shopee.sg,0
A Google user,Well designed app - simple to use. Attractive pricing so I always shop here first. Impressive as shipping from China is even faster than within Singapore. Cashback and games make for a fun shopping experience. Would be nice if Shopee does not place a limit of 1000 points used in 24 hrs as it discourages buying more.,5,0,2019-10-13 22:00:43,"Hi,

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tuned with us for more great offers and promotions!",2019-10-14 11:14:37,most_relevant,com.shopee.sg,0
William Goh,Have been buying from others in the past. Then switched to Shopee. Made the right choice. Good products. Good delivery schedule. Product received works as described. Very reliable. Have been using Shopee ever since. Keep up the good work.,5,17,2021-10-19 16:10:08,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continue support!😁",2021-10-19 17:50:05,most_relevant,com.shopee.sg,0
alex chao,"Well designed app. However, i have been receiving many notifications. So far, I'm unable to find anywhere in the app to selectively turn-off the unnecessary notifications.",5,0,2020-05-11 14:54:09,,,most_relevant,com.shopee.sg,0
Simon See,A good shopping platform,5,0,2023-01-12 13:15:16,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2023-01-12 15:38:32,most_relevant,com.shopee.sg,0
yew sin Chai,Item was well received and the delivery time considered acceptable.Delivery is really fast backing is great protect. 👍👍,5,0,2022-08-28 15:24:06,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-08-28 16:34:18,most_relevant,com.shopee.sg,0
Pak Soon Lau,So far this platform has performed well for all my purchases. Good products. Great prices. Prompt delivery. No complaints yet. But need to screen the products offered carefully yourself as there are too many choices.,5,2,2020-12-28 11:41:20,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-12-28 12:28:39,most_relevant,com.shopee.sg,0
David Lum,Good shopping platform Always have great discounts promotion deals. 👍 Easy and smooth to use.,5,0,2022-10-01 10:29:14,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-01 11:15:57,most_relevant,com.shopee.sg,0
Sharmili Phulgirkar,"Good app and they've improved a great deal in delivery and return/refund processes. May be a slightly more user friendly UI, instead of the current crowded interface, would make it a goto app for shopping!",5,1,2021-08-17 22:00:20,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-08-17 23:01:33,most_relevant,com.shopee.sg,0
Jason H,"Exciting and intuitive interface. With great deals and even entertaining games. Have very minor or negligible bug sometimes, but works fine straight after clearing cache. Thank you!",5,1,2020-08-05 21:59:38,,,most_relevant,com.shopee.sg,0
Lady Bird,"I have been with Shopee, a couple of years now. This is the BEST e commerce platform ever. If there were 10stars, I would give it to them. They really look after their members. Im a buyer, not a seller. I have deleted all other e commerce platforms from my phone. Thank you for having our backs.",5,2,2022-04-18 09:05:35,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-04-18 09:40:59,most_relevant,com.shopee.sg,0
Wilson Lim,"Interactive, good service",5,0,2022-12-10 20:13:48,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-12-10 21:25:55,most_relevant,com.shopee.sg,0
A Google user,"It's a good app. One of my favourite. Like the game too. You can win and collect shopee coins. Not a lot but once u accumulate, it can off set some of your total cost with just a touch of a better. Keep it up shopee",5,1,2020-03-05 01:00:28,,,most_relevant,com.shopee.sg,0
Johnny & Laura Ee,The buying experience is often good. However at times the handphone does not update as fast the status. Also the search comes out with too many irrelevant items. Other then that its fine.,5,0,2020-07-06 15:08:17,,,most_relevant,com.shopee.sg,0
Alan Teh,"So far so good. i switched from Lazada. One point though, while selecting items when buying, unable to click the pic and see in details. also the details are not arrange well. Lazada has a better interface.",5,1,2021-05-12 00:39:55,,,most_relevant,com.shopee.sg,0
Chen-Yang Cheong,"Smooth, fuss free and convenient. One of the best e commerce apps interface experience! The voucher system admittedly has improved, though its more through familiarity rather than a huge revamp.",5,1,2021-06-15 15:39:30,"hello hello～
FB ID is： #N/A ；FB name is：#N/A
Ins ID is： #N/A ；Ins name is： #N/A
CS User name is：#N/A
Shopee User Name is：#N/A
hello hello～
FB ID is： #N/A ；FB name is：#N/A
Ins ID is： #N/A ；Ins name is： #N/A
CS User name is：#N/A ds
Shopee User Name is：#N/A
",2021-06-16 19:10:20,most_relevant,com.shopee.sg,0
Josephine Ng,"Like to use Shopee bacause the product with number of viewer /purchased, everything in one glance, plus coins credit is easy to use,, unlike some others, sometimes don't even know how to use the points, so just forego the whole things.",5,0,2021-10-12 14:46:32,,,most_relevant,com.shopee.sg,0
Leo Lee,"Great app easy to use, great selection, great prices!!! Reliable delivery n refunds on legit bad purchases!!! After some experience on Shopee, i realise some unsteady sellers after getting good reviews n sales for certain items can just jack up prices by easily 50% to even 100-200% n item will no longer be a value buy.",5,12,2021-03-03 00:16:38,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-03-03 00:49:13,most_relevant,com.shopee.sg,0
Huang Jingyi,"Provides everything u need from daily items to food to equipment, and within your reach. The delivery are fast and prices of items are reasonable. Definitely worth to download. I am definitely going to continue use it. 👍🏻",5,0,2021-07-22 11:43:20,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-07-22 16:38:01,most_relevant,com.shopee.sg,0
Gabriela Zlotkowska,"Love this app, no need to go out to buy so many good things, can find good deals. Easy to use also.",5,0,2022-08-10 12:53:22,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2022-08-10 14:02:29,most_relevant,com.shopee.sg,0
A Google user,Shopee is definitely one of the best online stores. It runs promo v often and with direct chat function with sellers (who most of the time give prompt reply). Delivery by the retailers are fast (and many times are for free!) and payments are secured as they are released to retailers only when goods are confirmed to have been received in good order by buyer. Shopee is definitely a to- go site for online purchase. I highly recommend Shopee.,5,1,2020-03-14 15:50:16,,,most_relevant,com.shopee.sg,0
ALAMIN HELAL UDDIN,I love to use shopee... pretty easy and delivery fast without any problems. In a word excellent 👏,5,0,2022-09-19 12:05:48,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-09-19 13:13:02,most_relevant,com.shopee.sg,0
Ng Hui Min,"Super loved this online shopping app Shopee!! It is hassle-free, user friendly, and whats more, there is always flash deals ongoing!! Cheap deals plus earn shopee coins to deduct from your next purchase!! Now even having shopee games to earn vouchers, shopee coins, etc... Games are all so fun and kill time when on the way to work! 👍👍",5,17,2020-09-18 01:41:21,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience. Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2020-09-18 09:23:16,most_relevant,com.shopee.sg,0
Alfonso Harry Ong,"Express delivery and in good order. I feel confident and safe buying from Shopee. Will repeat orders again and introduce to my friends and relatives to buy from Shopee. Shopee is always generous in giving coins and competitive price than other platforms. Will always stick to Shopee whenever i need to buy anything, anytime. Even if the goods sometimes does not fit my size, the refund is also very easy, no hassle and no question asked. So far my friends that i referred are also happy and satisfied",5,0,2021-05-20 13:00:27,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continue support!",2021-05-20 13:20:34,most_relevant,com.shopee.sg,0
Joey Poh,"Their customer service is the ""stuff..nightmares are made of"" based on my experience with them. Unhelpful and their replies are like just useless info from their FAQ (which i have already read, hit a stump and had no choice but to contact them) If you are looking for an opportunity to test your patience/endurance, feel free to contact their customer service! 😀👍 5 stars as a training program for patience! 0 for a shopping platform!",5,1,2022-07-03 16:10:22,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2022-07-03 17:58:36,most_relevant,com.shopee.sg,0
A Google user,I have been using shoppee for a very long time. Prices are always affordable mostly although some price of the same item varies (some very expensive) Enjoyed getting what i needed and bank transfer is great as i dont own a credit card.,5,1,2019-10-06 08:56:17,"Hey, :D

Thank you for your awesome review!

At Shopee, we strive to provide you with the best buying and selling experience.

We from Shopee would love to have you stay tune with us for more great offers and promotions!

Once again that you for your feedback and have a blessed day ahead. :)",2019-10-06 10:59:37,most_relevant,com.shopee.sg,0
Lia Lia,I like using Shopee as it is fuss-free and user friendly. The rating photos and videos are very helpful for both seller and buyer. But i hope you can still improve on the refund/cancel part. Thank you!,5,1,2021-08-04 00:11:58,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2021-08-04 07:53:45,most_relevant,com.shopee.sg,0
Kathleen Ow,"Wider range of items available, able to enjoy good buys, diff kinds of discounts thru shoppee",5,0,2022-10-19 17:32:40,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-19 18:25:50,most_relevant,com.shopee.sg,0
Jason Tan,Can find most items as required and able to find the best deal available.,5,0,2022-10-27 14:01:48,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-27 15:08:12,most_relevant,com.shopee.sg,0
Janice Tan,we can look for many products but sometimes not reliable as we received wrong items or not at all,5,0,2022-10-20 11:33:04,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2022-10-20 12:03:12,most_relevant,com.shopee.sg,0
Gerald Sum,Good App. Good service from Shopee Customer Service. Reliable App to use. But some sellers are not selling authentic brands - OEM.,5,0,2022-10-19 18:47:09,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

At Shopee, we aim to provide you with the best buying and selling experience. We will take your feedback into consideration. Do check out our app daily for flash deals, vouchers & exciting games! Shopee thanks you for your continued support!",2022-10-19 20:48:45,most_relevant,com.shopee.sg,0
Leong Hugo,Good experience with purchase from Shoppee. Really help to protect purchaser right.,5,0,2022-10-19 08:43:11,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-19 10:54:37,most_relevant,com.shopee.sg,0
AK,Goods were received in stipulated time frame. Delivery partner put in a lot of effort to deliver the products,5,0,2022-10-20 13:34:53,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers and exciting games! Shopee thanks you for your continued support!",2022-10-20 16:54:39,most_relevant,com.shopee.sg,0
hock boh Yeo,Very good shopping apps. Reliable and secure.,5,0,2022-10-21 13:29:08,"Thank you for giving Shopee a 5-star review! We're excited to be part of your online shopping experience.

Do remember to check out our app daily for flash deals, vouchers, and exciting games! Shopee thanks you for your continued support!",2022-10-21 14:11:28,most_relevant,com.shopee.sg,0
